,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
3107,balik insiden helikopter jatuh pt indonesia morowali industrial park kerja warga negara cina,0,0,0,0,0,0,0,0,0,0,0,0
3108,bunyi klik tikus suara keti keyboard musik hampir jam non stop mata perih bokong panas lengan ngilu njenuh,0,0,0,0,0,0,0,0,0,0,0,0
3109,gede x clntop x bomnseungri x ralinengary x jihyo ini mustahil,0,0,0,0,0,0,0,0,0,0,0,0
3110,bantu jawab wkwk kata putri rima sama daniel sibuk urus organisasi siswa intrasekolah jadi ikut join nah kalau kayak makin sibuk jadi makelar urus anak tuyul alias gila oj sok tau banget aku,0,0,0,0,0,0,0,0,0,0,0,0
3111,selamat pagi jawab atas politisasi puisi timpa diri calon gubernur jawa tengah ganjar pranowo ingin informasi hoaks jadi arus utama informasi terima masyarakat masa pilih kepala daerah ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
3112,apa hubung munafik kalian kitab hina lapor polisi waspada cebong kafir ngakungaku islam,1,1,0,1,1,0,0,0,0,0,1,0
3113,ada satu cerita orang cowok tinggal cina mulai cerita saya cuma mau pesan jadixexxa,0,0,0,0,0,0,0,0,0,0,0,0
3114,alah bullshit tai kotok,1,1,1,0,0,0,0,0,1,1,0,0
3115,ahok versi pakpahan terima kasih semua pihak sudah ciduk bajing,0,1,0,0,0,0,0,0,0,0,0,0
3116,cium pak jokowi memang tajam kalau soal cari uang ups salah utang uang salut,1,0,1,0,0,0,0,0,1,1,0,0
3117,ngeri bangsa sih partai komunis indonesia biadab ingin bangkit tolak bubar,1,1,0,1,0,1,0,0,0,0,0,1
3118,sabtu pagi masyarakat adat badui kembali lanjut jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kawasan pusat perintah provinsi banten curug kota serang seba baduy direct message,0,0,0,0,0,0,0,0,0,0,0,0
3119,bubar panitia khusus kpkkalo perlu buat polingrakyat luar parlemen biar tentu bubar panitia khusus komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
3120,terima kasih allah engkau tunjuk besar engkau buka mata hati buta cintatrimakasih tuhan engkau tolong,0,0,0,0,0,0,0,0,0,0,0,0
3121,iya lihat gedek banget anjir sama bapak,0,1,0,0,0,0,0,0,0,0,0,0
3122,baris gus sholatu bagus pulau madura rapat diri menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak bagus khofifah emil jawa timur satu,0,0,0,0,0,0,0,0,0,0,0,0
3123,sarap sudah punya cucu gudang,0,1,0,0,0,0,0,0,0,0,0,0
3124,rezim sipil keri ini kita lihat pimpin orang rezim sok rakyat padahal sungguh anti rakyat umat islam,1,0,1,0,0,0,0,0,1,1,0,0
3125,orang biasa jilat ludah sendiri bik malu hormat susilo bambang yudhoyono tidak buzzer tolol satu,1,1,1,0,0,0,0,0,1,1,0,0
3126,topik bicara cebong bani hoaks loncatxcxb yanndari prestasi babi ahok apa jawab malah tanah abang ta kasih contoh ta baik malah mintaxcxb buruk,1,1,0,1,0,0,0,0,1,0,1,0
3127,karir cemerlang tnidan perangkap rejim penuh dustanselamat hari lahir,0,0,0,0,0,0,0,0,0,0,0,0
3128,lost respect sekian kali buat agency kamu bangga buat ais kamu bangga laku tai kucing kasih nyawa sih kea begini nnlo tabok duit sama lee soo man mau tabok lamborgini sama gede mau tabok sama material,1,1,0,1,0,0,0,0,1,0,1,0
3129,masalah i tulis ucap kad raya cina ellooo,1,1,1,0,0,1,0,0,0,1,0,0
3130,ragam seni budaya batak toba,0,0,0,0,0,0,0,0,0,0,0,0
3131,serap dana desa tahun prioritas bangun infrastruktur tahun turut serap dana desa prioritas cepat ekonomi desa jokowi periode,0,0,0,0,0,0,0,0,0,0,0,0
3132,i penat lah edit tiba cacat weh haha,0,1,0,0,0,0,0,0,0,0,0,0
3133,kamu dungudunia tahu,1,1,1,0,0,0,0,0,1,1,0,0
3134,buka twitter demi informasi dengerdenger benda curiga duga bom temu barel oi stay save kang waeg enak kang cilung anak indekos amp warga barel,0,0,0,0,0,0,0,0,0,0,0,0
3135,kamu tau sejak kenal kamu bawa ajar terus deh ajar jadi baik buat kamu,0,0,0,0,0,0,0,0,0,0,0,0
3136,kata mama orang sombong teman setan jadi jangan salah gue kalau gue mau teman sama orang sombong kayak kamu,1,1,1,0,0,0,0,0,1,1,0,0
3137,banyak kencing onta makhluk satu emosi mulu tadi gue lihat dasar sumbu pendek sih tidur balik,1,1,1,0,0,0,0,0,1,1,0,0
3138,indonesia makin mundur presiden nya siapa mas mas fitnah pakde jokowi,1,0,1,0,0,0,0,0,1,1,0,0
3139,apa sih lmao anak anak kecil anak anak baru kok tengil banget tau apa apa main plas polos pusing ih jempol kalian punya congor apa bagaimana,0,1,0,0,0,0,0,0,0,0,0,0
3140,antek kaki tangan komunis tak punya hati perut,1,0,0,1,0,1,0,0,0,0,1,0
3141,begini tempeng itu bocah ancam presiden lihat bagaimana reaksi kacung nya,1,1,1,0,0,0,0,0,1,1,0,0
3142,tidak pernah dengar hindu bal sama kristen jawa wkwk,0,0,0,0,0,0,0,0,0,0,0,0
3143,jelek budek tidak,1,1,1,0,0,0,1,0,0,1,0,0
3144,kampung,1,1,1,0,0,0,0,0,1,1,0,0
3145,bohong rakyat harga mahal harus bayar siap diri hadap seluruh kasus kasus korupsi solo hingga daerah khusus ibukota anda sangat tak layak jadi presiden ri ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3146,wah berai pernah makan bareng sama orang yahudi yabenar sih mana mereka singgah suatu tempat kalau makan bawa alat makan sendiri sekadar tanya pei tau orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
3147,teman makan teman janji beri sontek uji pas gilir uji dia malah pura pura budek reuni,0,1,0,0,0,0,0,0,0,0,0,0
3148,dengar anak bas tahun bicara banyak tuhan tuhan orang islamtuhan orang kristentuhan orang budhatuhan orang hindutuhan orang kejawencuma tuhan orang nitaku sensorkatanya suka menghukummembedakancerdas anak aku pikir,0,0,0,0,0,0,0,0,0,0,0,0
3149,lagi saksi panas debat publik tujuh pasang calon bupati wakil bupati pilih kepala daerah aceh selatan pandu mulai pukul waktu indonesia barat live eksklusif di inews pilih kepala daerah aceh selatan,0,0,0,0,0,0,0,0,0,0,0,0
3150,jalan jalan siang bagai rumah bawah ranah indah orang diam culun dengan bakar besar,0,0,0,0,0,0,0,0,0,0,0,0
3151,jokowi harap bandara keajati dongkrak ekonomi jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
3152,xcxdah ada bisa percaya lagiyng anti asing,0,0,0,0,0,0,0,0,0,0,0,0
3153,drama banget kamu onta,1,1,1,0,0,0,0,0,1,1,0,0
3154,sintingnnbaca mana,0,1,0,0,0,0,0,0,0,0,0,0
3155,ganti sama prabowo kelas cuma duta besar,1,0,1,0,0,0,0,0,1,1,0,0
3156,lidah buaya lidah meua gelombang cintannya tanam hias sarana curhat favorit botanist terubus mania,0,0,0,0,0,0,0,0,0,0,0,0
3157,pak bilang citra,1,0,1,0,0,0,0,0,1,1,0,0
3158,tulis kamu gue bisa paham sama gue soal otak gue bukan otak otak autis kayak bikin thread goblok sel kulit mati lanjut,1,1,1,0,0,0,1,0,0,1,0,0
3159,nih cara bicara orang ingus bicara nya sangat ngawur terlalu akhir nya gue blok banci kamu,1,1,1,0,0,0,0,1,0,1,0,0
3160,allah subhanahu wa taala datang bang fahri tidak henti salat tak guna,1,0,0,1,1,0,0,0,0,0,1,0
3161,taruna maham perek,0,1,0,0,0,0,0,0,0,0,0,0
3162,gambar masakan tayahla partai komunis indonesia filter doo asam pedas adil negeri tampak macam curry xfxfxx nasib baik aku baca caption xfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
3163,astaga kejam sekali tuduhannyannahahaha begitu mulia benarbenar jebak dalam avalonnningin menang lihat auria jadi terlalu curiga begini hiks hiks,0,0,0,0,0,0,0,0,0,0,0,0
3164,bicara komentar gampang bahasa olah tahu sok pintar nilai anis jadi gubernur kalau isu sara susah menang orang bijak meng olok olok,1,0,1,0,0,0,0,0,1,1,0,0
3165,jaya korupsi untuk bubar macam wujud,1,0,0,1,0,0,0,0,1,0,1,0
3166,barang siapa kenal diri ia sibuk baik tidak peduli cacat aib orang lainnn habib luthfi bin yahya,0,0,0,0,0,0,0,0,0,0,0,0
3167,mau aku pamer tidak grup chat aku sama anak anak cina,0,0,0,0,0,0,0,0,0,0,0,0
3168,langsung tampak allah subhanahu wataala cara kontan om padahal allah subhanahu wataala larang untuk putus asa malah bangsa kafir lebih paham kena itu,0,0,0,0,0,0,0,0,0,0,0,0
3169,lakilaki hebat ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3170,takbir wan lempar bom allah barbar mayat ayat alquran timur tengah bikin muslim radikal tolol otak,1,1,0,1,1,0,0,0,0,0,1,0
3171,terkadang jatuh cinta bisu bicara carik puisi sembunyi balik makna akan kenang sendiri,0,0,0,0,0,0,0,0,0,0,0,0
3172,sebentar tehnpagi baru nyadarnberai bilang sayap kiri israel lebih pro damai palestina banding sayap kanannpadahal kata makin kanan lebih agamais makin kiri lebih komunis xf,0,0,0,0,0,0,0,0,0,0,0,0
3173,mudah mudah keluarga sih gerung kena bom,1,0,1,0,0,0,0,0,1,1,0,0
3174,bangkai kamu yen cabul,1,1,1,0,0,0,0,1,0,1,0,0
3175,tahun susilo bambang yudhoyono berani tutup alexis tahun jokowi berani tutup alexis gubernur indonesia yang turun tangan pilih prabowo mantap,0,0,0,0,0,0,0,0,0,0,0,0
3176,aduh ipey maaf salah itu pey sama aku kasih perek mau,0,1,0,0,0,0,0,0,0,0,0,0
3177,buat status jomlo nya terlalu lama gilir cowok komen status nya sok cuekncewek bajing dahak biawak kadal air,1,1,1,0,0,0,0,0,1,1,0,0
3178,otak geser sarapapalagi geser iya bahaya apa sih aku kerja benar kok elang lihat em masih asep pala cewek apa coba kamu cantol aku sudah syukur,0,1,0,0,0,0,0,0,0,0,0,0
3179,yang beeriak takut rakyat sebut presiden lama jadi periode kalau lawan prabowo bisa pasti adalah agen ganda bayar promosi tokoh supaya rakyat jadi bingung pecah suara,0,0,0,0,0,0,0,0,0,0,0,0
3180,ih silit apa kampung payah,0,1,0,0,0,0,0,0,0,0,0,0
3181,siapa bilang harga minyak dunia naik kalau bisa jadi direktur utama peamina mundur,1,0,1,0,0,0,0,0,1,1,0,0
3182,yang salam jokowi kok kayak ferdinan antek susilo bambang yudhoyono,0,0,0,0,0,0,0,0,0,0,0,0
3183,tak ambisi admin saja judul ih,0,0,0,0,0,0,0,0,0,0,0,0
3184,saat baik rebut daulat asing asing proxy moga tokoh amp dukung sekadar penting egonyanarah pecah belah suara tuju poros saling klaim layak diri sungguh yang untung incorporate,0,0,0,0,0,0,0,0,0,0,0,0
3185,muslim indonesia lebih maju henti sembah nyembah allah subhanahu wa taala oceh aku jatuh takut hati orang orang kafir,1,0,0,1,1,0,0,0,0,0,1,0
3186,asli tertawa sekitar perut mau pipis paham maksud yang definisi rocky gerung kok orang malah soksok an lapor lapor cerita sih mau bikin gebrak bilang bela agamatapi,1,0,1,0,0,0,0,0,1,1,0,0
3187,orang cuma main bola hubung sama agama hem,0,0,0,0,0,0,0,0,0,0,0,0
3188,aduh bencong serang apa cong balik rumpi deh lonte laki laki dapur apa cong jelas dong jadi banci jangan tengah tengah kalah sama anak duda jadi designer ln kamu xfxfxxxfxfxaxaaxfxfxxbx,1,1,1,0,0,0,0,1,0,1,0,0
3189,panas edan,0,1,0,0,0,0,0,0,0,0,0,0
3190,satu gereja katolik sifat dinamis selaras beda ikut situasi kondisi kembang zaman salah satu manifestasi dispensasi kawin campur pasang katolik non katolik,0,0,0,0,0,0,0,0,0,0,0,0
3191,percaya muhammad nabi tidak tulis argumentasi ke pak tak ragu,1,0,1,0,1,0,0,0,0,1,0,0
3192,kalau ambil bilang bisa nasionalisasi aset antek asing kalau ambil pakai nama pribadi keluarga patut curiga tanya uang mana dengan twit saya jadi sadar betapa pintar perintah,0,0,0,0,0,0,0,0,0,0,0,0
3193,peduli replyku sambung apa yang penting ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3194,kangkang lebar lebar main memek sendiri depan kaca lemari,0,1,0,0,0,0,0,0,0,0,0,0
3195,indonesia alhamdulillah allah selamat anak anak thailand nnthai selamat manusia manusia kafir bukan tuhan kamu kontol,1,1,1,0,0,0,0,1,0,1,0,0
3196,situ sarap berai anjir,1,1,1,0,0,0,1,0,0,1,0,0
3197,bro kamu sebut kitab suci fiksi berai semua agama bukan wahyu nyata surat pemberitahuan tahun mutlak cara harfiah filosofis langgar yakin umat agama konstitusi norma agama kamu nista semua agama paling kotor ateis mati,1,0,1,0,1,0,0,0,0,1,0,0
3198,dengar jawab ituibnul mubarak dia selalu mohon ya allah tunjuk dalam islam beberapa kemudian sih yahudi dengan izin allahakhirnya masuk islam,0,0,0,0,0,0,0,0,0,0,0,0
3199,manusia manusia tolol semua takut ahok keluar kasihan banget hidup kalian sana idiot and bodoh,1,1,0,1,0,0,0,0,1,0,1,0
3200,bodoh question kalau mau ngentot usah puasa goblok,1,1,1,0,0,0,0,1,0,1,0,0
3201,jauh saya baca aikel internet jumlah lembar nya yang beda tanda butuh masing masing orang kalau sering luar negeri pakai kalau sering dan beberapa negara tetangga,0,0,0,0,0,0,0,0,0,0,0,0
3202,bahkan etnic ai paksa tinggal budaya ai jadi etnic han jelas konyol mana orang suku apa paksa pindah suku bahkan tragis banyak warga ai jadi korban jual organ tubuh dieksekusisetelaj cap,0,0,0,0,0,0,0,0,0,0,0,0
3203,aku cuma sekali tau dosen ilmu budaya sudah sepuh begitu ketemu penasaran mb,0,0,0,0,0,0,0,0,0,0,0,0
3204,rakyat tolak keras indonesia pimpin komplot mafia amp bajing,1,1,0,1,0,0,0,0,1,0,1,0
3205,isu nongol bentar isu partai komunis indonesia xfxfxxxfxfxxxfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3206,era susilo bambang yudhoyono bangun papua juga hambalang bangun usaha listrik negara mangkrak berapa banyak,1,0,1,0,0,0,0,0,1,1,0,0
3207,iya betul sih vivin tai dasar pelakorngaku alexa alda rico bajxexxa,1,1,1,0,0,0,0,0,1,1,0,0
3208,nan,0,0,0,0,0,0,0,0,0,0,0,0
3209,amanat ribu ulama by nama by address kalau yang bilang cak imin ambisius kop kurang jauh,0,0,0,0,0,0,0,0,0,0,0,0
3210,rakyat merdeka on line apa gue bisa bikin berita indonesia menang piala dunia kasih link kredibel alah cundang culun tampil identitas asli tidak berani kok banyak bacot monyet xfxfxx handphone gue buat korea coy haha,1,1,1,0,0,0,0,0,1,1,0,0
3211,tempat sesat cari jalan mau pagi maktab gaya xfxfxx jalan shocut situ tutup konstruksi nya nih xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx hambar gila kamu turn kamu turn sini xfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3212,mau indonesia pei singapura kasih cina kuasa dasar cebong otak reklamasi wkwk,1,1,0,1,0,0,0,0,1,0,1,0
3213,biasa bani coli beda jauh sama junjung kawan kawan haha,1,1,0,1,0,0,0,1,0,0,1,0
3214,ikut tahu informasi kini kena ekonomi uang perban investasi saham indonesia dunia hari,0,0,0,0,0,0,0,0,0,0,0,0
3215,khianat partai komunis indonesia bunuh jenderal partai komunis indonesia keblinger kata bungkarnobubarkan partai komunis indonesia turun harga harga bubar kabinet tritura,1,0,0,1,0,1,0,0,0,0,0,1
3216,ih benar anjir jahat kamu bodoh bodoh,0,1,0,0,0,0,0,0,0,0,0,0
3217,kentut bau babi,0,1,0,0,0,0,0,0,0,0,0,0
3218,produksi indonesia pak presiden joko widodo semua ritel mal pindah plastik kayak begini pilih belanja super dia punya aksi aksi lingkung r tiap,0,0,0,0,0,0,0,0,0,0,0,0
3219,nyata bos adalah suka bikin hoaks pei bani nya nabi ahoker xfxfxxa,1,0,0,1,0,0,0,0,1,0,1,0
3220,berapa sayang ngentot sama kamu,0,1,0,0,0,0,0,0,0,0,0,0
3221,bangkai xfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
3222,kne jaga hati pimpin kafir harbi kamu kakak,0,0,0,0,0,0,0,0,0,0,0,0
3223,abang ipar adam nih bangkai dasar tunggang agama,1,1,1,0,1,0,0,0,0,1,0,0
3224,cina kuasa ekonomi media massa ayo usir indonesia,1,0,0,1,0,1,0,0,0,0,0,1
3225,guru anak ajar spiritualitassesuatu sifat universal dalam ajar islam hindu bagai pei banyak duduk adab sindhuhindu sejak dulu beliau terima semua jalan karena itu beliau panggil allah,0,0,0,0,0,0,0,0,0,0,0,0
3226,enak buat gesek gesek memek xfxfxxb,0,1,0,0,0,0,0,0,0,0,0,0
3227,seulgi bilang punya mata barat ada kelopak mata timur gaya banget sipit seulgi pikir poin paling tarik dia,0,0,0,0,0,0,0,0,0,0,0,0
3228,bambang noorsena ajar kristen sering disalahpahami agama khotbah kristen,0,0,0,0,0,0,0,0,0,0,0,0
3229,kamu pikir aku nih kafir sangat hanat,0,1,0,0,0,0,0,0,0,0,0,0
3230,akhir asing kembali asing,0,0,0,0,0,0,0,0,0,0,0,0
3231,banyak bicara terus bakar sekolah bagaimana,1,0,1,0,0,0,0,0,1,1,0,0
3232,jablay mulu anjir wkwk,0,1,0,0,0,0,0,0,0,0,0,0
3233,jadi ingat congor oknum nasional demokrat kalau sih joko kalah indonesia bubar,1,1,1,0,0,0,0,0,1,1,0,0
3234,mungkin sumbu pendek lelah pak,0,0,0,0,0,0,0,0,0,0,0,0
3235,kamu jangan panik ahok sih kutil babi bakal tumbang kok putar terus cuap cuap mu media sosial pengaruh,1,1,1,0,0,0,0,0,1,1,0,0
3236,sinyal kamu three cacat ganti pakai kamu gaple begitu,0,1,0,0,0,0,0,0,0,0,0,0
3237,akun facebook asma dewi sebar fitnah sara pilih kepala daerah jakarta penuh foto sama jumlah politis anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
3238,usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
3239,facebook tai anjing lah,0,1,0,0,0,0,0,0,0,0,0,0
3240,allahu akbar jokowi kenal islam moderat konferensi tingkat tinggi ulama cendekiawan muslim dunia,0,0,0,0,0,0,0,0,0,0,0,0
3241,wahai orangorang iman masuk dalam islam cara seluruh jangan kamu ikut langkah setan qsxexxa,0,0,0,0,0,0,0,0,0,0,0,0
3242,online cuma pajak income persh online nyeyg income nya dari iklaniuran premium beberapa produklost tax berapa banding usaha mal serap ten kerjaonline apa serap jangan pelihara wi,1,1,1,0,0,0,0,0,1,1,0,0
3243,bani kampret samar xfxfxxnnlemparin minyak babi,1,1,0,1,0,0,0,0,1,0,1,0
3244,sabtu pagi masyarakat adat badui kembali lanjut jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kawasan pusat perintah provinsi banten curug kota serang seba baduy,0,0,0,0,0,0,0,0,0,0,0,0
3245,cara cara dungu laku rezim dungunnklop,1,1,0,1,0,0,0,0,1,0,1,0
3246,moga istikamah xfxfxxd nikita mirzani banyak orang saleh malam hari jadi kafir pagi hari sebaliknyamenjadi istikamah juang hidayah allah rahasia semua makhluk hak,0,0,0,0,0,0,0,0,0,0,0,0
3247,enggak apa apa jagajaga siapa tahu muncul partai komunis indonesia juang alias partai komunis indonesia plus,1,0,0,1,0,1,0,0,0,0,1,0
3248,lebih baik benci jadi diri sendiri jadi munafik di suka orang,0,0,0,0,0,0,0,0,0,0,0,0
3249,pao an tui sisi kelam masyarakat cina era awal merdeka indonesiaxexxxexxpernyataan tegas mantan waawan senior republika,0,0,0,0,0,0,0,0,0,0,0,0
3250,ab orang sombong murah senyum,0,0,0,0,0,0,0,0,0,0,0,0
3251,tetap semangat amp istikamah bung,0,0,0,0,0,0,0,0,0,0,0,0
3252,salah alas saya mau presiden baru juga malu bangsa iniiiixexxa,0,1,0,0,0,0,0,0,0,0,0,0
3253,kemudian ulang pandang sekali sekali niscaya pandang kembali tanpa temu cacat dan ia pandang ada letih,0,0,0,0,0,0,0,0,0,0,0,0
3254,lama on jadi asing sama lini masa,0,0,0,0,0,0,0,0,0,0,0,0
3255,ha ari longo jenak dengar ucap orang baru teriak nnpunten mas dekat situ anjing tidak,0,0,0,0,0,0,0,0,0,0,0,0
3256,kupas tuntas gebuk habis antek antek komunis,1,0,0,1,0,1,0,0,0,0,0,1
3257,haha logikanyankontrak habis nminta bantu bank asing akuisisi saham nkeluar asing masuk asingncoba legowo kontrak habis tanpa keluar duit sedikitpunnntah lah entah siapa main main,0,0,0,0,0,0,0,0,0,0,0,0
3258,charutin menor bom xfxfxcxbxfxfxfxb,0,0,0,0,0,0,0,0,0,0,0,0
3259,produk negeri bilang alay produk luar bilang hypebeast ironi sih gilir urus negara bilang xexxcanti asingxexxd,0,0,0,0,0,0,0,0,0,0,0,0
3260,chirpified ekonomi merosot utang bengkak badan usaha milik negara mau jual mundur pak jokowi,1,0,1,0,0,0,0,0,1,1,0,0
3261,kelojot girang lihat junjung amp idola kamu satu per satu panggil polisi t politik kepala polisi republik indonesia,1,0,1,0,0,0,0,0,1,1,0,0
3262,dinding kamar jadi saksi bisu,0,0,0,0,0,0,0,0,0,0,0,0
3263,turut kepala badan ekonomi kreatif triawan munafik lagu karya ibu kisah ekor burung siul sebut milik melodi lirik yang riang di kompas,0,0,0,0,0,0,0,0,0,0,0,0
3264,gembrot banget,0,1,0,0,0,0,0,0,0,0,0,0
3265,monggo bro jadwal acara upacara adat kirab budaya mbah bergas,0,0,0,0,0,0,0,0,0,0,0,0
3266,sok kenal kamu kunyuk,1,1,1,0,0,0,0,0,1,1,0,0
3267,gus ipul mbak puti cipta program program keluarga harap super lengkap program keluarga harap program keluarga harap kembang presiden jokowi gus ipul puti menang,0,0,0,0,0,0,0,0,0,0,0,0
3268,kata kamu suruh cerita geblek,1,1,1,0,0,0,0,0,1,1,0,0
3269,menang anies sandi bau busuk anyir nanah luka batin luka hina sara ujar benci,1,1,1,0,0,0,0,0,1,1,0,0
3270,cacat kamu,1,1,1,0,0,0,1,0,0,1,0,0
3271,kata ulama barang siapa tidak sedia amp malas bulan rejab bulan syaaban tetap malas amp di bulan ramadan dia akan jadi lebih malas,0,0,0,0,0,0,0,0,0,0,0,0
3272,bikin berita sendiri media sosial media mainstream kuasa asing perang opini handphone untuk gembos berita media mainstream cina,0,0,0,0,0,0,0,0,0,0,0,0
3273,jangan pro asing dong pak jok,1,0,1,0,0,0,0,0,1,1,0,0
3274,apa apa sipit cantik aku xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3275,ber tato lagi entot kayak sih thailand punya enjoy gays kontol coli bahan coli,0,1,0,0,0,0,0,0,0,0,0,0
3276,coba usir cina rakyat negara satu republik indonesia ada gembel negara satu republik indonesia kayak asing asing triliun karena uras negara satu republik indonesia jadi stop tolol,1,1,0,1,0,1,0,0,0,0,0,1
3277,adalah salah anggota hati sakit hati organisasi masyarakat nya bubar amp bisa maju,1,0,1,0,1,0,0,0,0,1,0,0
3278,dungu budak islam bung tifatul adam dongeng yahudi,1,1,0,1,1,0,0,0,0,0,1,0
3279,memang cebong kalau fitnah makan kenyang kalau curang tidak menang,1,1,0,1,0,0,0,0,1,0,1,0
3280,semua perempuan gembrot langsing badan entah ku tak tuju kalimat ininnbagi ku eja cantik bukan l a tidak si i tidak tidak e di kamu t xfxfxxannselamat pagi jangan lupa salat subuh,0,0,0,0,0,0,0,0,0,0,0,0
3281,hebat kok penjara penjara zaman,1,0,1,0,0,0,0,0,1,1,0,0
3282,siapa dulu dong asing belakang xfxfxx,1,0,0,1,0,0,0,0,1,0,1,0
3283,masya suku kampung selamat deklarasi anti hoaks amp pilih kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
3284,hati partai satu indonesia praktik masjid masjid ke pesantren pesantren huuuft kabuuurr ganti presiden ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
3285,jujur aku abang like anjing kucing gaduh pernah sekali orang gaduh beumbuk then lari rumah selang hari baik balik,0,0,0,0,0,0,0,0,0,0,0,0
3286,atok silap atok hehe macai atok lermacai ph bodoh bangangsy nih cuma rakyat biasa akan terus tanya apa x tau x jelas untuk penjelasanopsss atok,1,1,1,0,0,0,0,0,1,1,0,0
3287,admin tolol paai tololnpaai tolol orang tolol,1,1,0,1,0,0,0,0,1,0,1,0
3288,pasti bukan keluarga partai komunis indonesia negara pancasila bineka tunggal ika keluarga nya,0,0,0,0,0,0,0,0,0,0,0,0
3289,sambut ketua dewan wakil daerah golkar lumajang sudjatmiko bahwa putus paai tetap khofifah indar parawansa bagai calon gubernur emil elestianto dardak bagai calon wakil gubernur jawa timur paai golkar bulat khofifah,0,0,0,0,0,0,0,0,0,0,0,0
3290,memang dasar kampang xfxfxaxaxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
3291,manusia makhluk butuh identitas eksistensi sayang identitas harus asal orisinalitas sadar diri seringkali lekat cara membabibuta halhal remeh luar diri identitas diri jadi dangkal,0,0,0,0,0,0,0,0,0,0,0,0
3292,im at taman budaya sentul city,0,0,0,0,0,0,0,0,0,0,0,0
3293,kejam,0,0,0,0,0,0,0,0,0,0,0,0
3294,haha iya benar nndan memang sekolah katolik lebih agam mulai anak pak kebun usaha sana later belakang suku agama apa terima di sekolah katolik pernah alami dulu amp ubah,0,0,0,0,0,0,0,0,0,0,0,0
3295,subhanallah bahagia rasa punya pimpin pei beliau,0,0,0,0,0,0,0,0,0,0,0,0
3296,aku bisa syukur allah subhanahu wa taala presiden giat kerja mampu atas soal soal hadap tetap kerja lurus ikhlas semata mata indonesia makin maju sekalipun ramping energi luar biasa juga tidak p,0,0,0,0,0,0,0,0,0,0,0,0
3297,mudah lihat orang lebih condong arah mana sosial media peama akun perempuan gambar curi googlenyang gambar anonymous jelas manusia apa kampretnyang tiga akun embelembel nama pahlawan dari semua mereka kaum muslim cyber army,0,1,0,0,0,0,0,0,0,0,0,0
3298,calon wakil presiden jokowi orang sekaligus kok tinggal presiden terbit dekrit masing masing paai usung jatah calon wakil presiden sama jokowi apa sih tidak atur perintah ganti undang undang banyak terbit ada urgensi,0,0,0,0,0,0,0,0,0,0,0,0
3299,malas aku duduk kalau xleh aku orang kg budaya kg duduk kalau xleh budaya hebat sangat naik seram aku,0,0,0,0,0,0,0,0,0,0,0,0
3300,entot terus dicrotin beberapa kontol uh,0,1,0,0,0,0,0,0,0,0,0,0
3301,pei kualat sama bobby mata gue jadi kecil sipit giniixfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
3302,franky mau presiden baru bagaimana lain,0,0,0,0,0,0,0,0,0,0,0,0
3303,pernah sekolah kamu pantesnmulutnya di jaga kotor kayansampah,1,1,1,0,0,0,0,0,1,1,0,0
3304,anjing jahanam berisik cocot kalian,1,1,0,1,0,0,0,0,1,0,1,0
3305,bukan soal tekan jabat siasat lari lingkar politik antek milik modal islam progresif sesuai mukadimah undang undang dasar amal qs al hujurat,0,0,0,0,0,0,0,0,0,0,0,0
3306,tomohon rupa pusat ajar agama kristen katolik tempat khusus doa meditasi sebut bukit kasih buah tempat suci indah tenang nntomohoninternationalflowerfestival,0,0,0,0,0,0,0,0,0,0,0,0
3307,anies congor gede realisasi ada janji terus awal paling korupsi balik jadi dosen bangsat,1,1,1,0,0,0,0,0,1,1,0,0
3308,kesal lah xfxfxxbexfxfxxbexfxfxxbe kacrut televisi republik indonesia,1,1,0,1,0,0,0,0,1,0,1,0
3309,suasana hati kerja ubah nih banci xfxfxxexfxfxxaxfxfxxaxfxfxxa,1,1,1,0,0,0,0,1,0,1,0,0
